sha,author_login,date,message,additions,deletions,total_changes,commit_count,total_prs,merged_prs,pr_acceptance_rate
e68ebb695f9d1d990462397e284e79d8729aafea,hiyouga,2025-07-16 16:02:26+00:00,"fix cached file error when repo type is dataset (#36909)

* fix cached file

* Update hub.py",10,3,13,1,16,13,0.81
35a416c4005ec65c73291d87bc478adedf70e251,Krish0909,2025-07-16 15:59:28+00:00,"Fix indentation bug in SmolVLM image processor causing KeyError (#39452)

Fix indentation bug in Idefics3 image processor

- Fix KeyError when do_image_splitting=False
- Move split_images_grouped assignment inside loop
- Ensures all image shapes are stored, not just the last one
- This fixes the bug in both Idefics3 and generated SmolVLM processors

cc @yonigozlan

Co-authored-by: Krishnan Vignesh <krishnanvignesh@Krishnans-MacBook-Air.local>",2,2,4,1,4,1,0.25
2c58705dc23ce869e82b1a6ca225ad718916e8d5,LckyLke,2025-07-16 15:54:29+00:00,"Updated Megatron conversion script for gpt2 checkpoints  (#38969)

* update script to support new megatron gpt format

* fixed quality failures

---------

Co-authored-by: Luke Friedrichs <LckyLke>",85,13,98,1,1,1,1.0
26be7f717e12241df3d575d825bfa51026da9be8,vasqu,2025-07-16 13:53:43+00:00,"[`CI`] Fix partially red CI (#39448)

fix",1,2,3,5,41,32,0.78
0a88751940a3c2c61ddd8e1dcca21fe9b3106f00,sebastianvlad1,2025-07-16 13:51:30+00:00,"Fixes #39204: add fallback if get_base_model missing (#39226)

* Fixes #39204: add fallback if get_base_model missing

* Inline try_get_base_model logic as suggested in PR review

* Apply style fixes

---------

Co-authored-by: github-actions[bot] <github-actions[bot]@users.noreply.github.com>",6,1,7,1,1,1,1.0
ba506f87db36ce916c59ace15cb77d9cdd662c53,winglian,2025-07-16 13:47:24+00:00,make the loss context manager easier to extend (#39321),7,1,8,3,45,27,0.6
9f1ac6f1859a650f8491af864d36f88107279bdf,ArthurZucker,2025-07-16 13:22:44+00:00,"Remove something that should have never been there (#38254)

* what the hell

* update

* style

* style

* typing

* fix init issue

* fix granite moe hybrid as well",102,16,118,4,452,371,0.82
a7ca5b5d67d8627ab40d57874889715fc083d844,zucchini-nlp,2025-07-16 13:01:35+00:00,"Fix processor tests (#39450)

fix",6,0,6,20,298,253,0.85
71818f570bb5346b2431ea9fae580ca3ee359390,kylesayrs,2025-07-16 12:57:42+00:00,"[Bugfix] [Quantization] Remove unused init arg (#39324)

remove unused arg from ct config init

Signed-off-by: Kyle Sayers <kylesayrs@gmail.com>",0,1,1,4,15,13,0.87
cc24b0378e6062895a03a077860be28d290c1d07,qubvel,2025-07-16 12:50:35+00:00,"Better typing for model.config (#39132)

* Apply to all models config annotation

* Update modular to preserve order

* Apply modular

* fix define docstring

* fix dinov2 consistency (docs<->modular)

* fix InstructBlipVideoForConditionalGeneration docs<->modular consistency

* fixup

* remove duplicate code

* Delete config_class attribute from the modeling code

* Add config_class attribute in base model

* Update init sub class

* Deprecated models update

* Update new models

* Fix remote code BC issue

* fixup

* fixing more corner cases

* fix new models

* add test

* modular docs update

* fix comment a bit

* fix for py3.9",630,585,1215,5,88,71,0.81
4b258454a7f2fd446b95f51bea7bf303d8313cd1,thisisiron,2025-07-16 12:28:02+00:00,"Fix typo in generation configuration for Janus model weight conversion (#39432)

* Fix typo in generation configuration for Janus model weight conversion

* Fix typo

* Update Janus model generation configuration

* Update Janus model to use generation_kwargs",3,0,3,1,8,4,0.5
de5ca373acefc3c5cfc99aa697e7a073f7a2de23,LysandreJik,2025-07-16 12:16:16+00:00,"Responses API in `transformers serve` (#39155)

* Scaffolding

* Explicit content

* Naïve Responses API streaming implementation

* Cleanup

* Responses API (to be merged into #39155) (#39338)

* Scaffolding

* Explicit content

* Naïve Responses API streaming implementation

* Cleanup

* use openai

* validate request, including detecting unused fields

* dict indexing

* dict var access

* tmp commit (tests failing)

* add slow

* use oai output type in completions

* (little rebase errors)

* working spec?

* guard type hint

* type hints. fix state (CB can now load different models)

* type hints; fn names; error type

* add docstrings

* responses + kv cache

* metadata support; fix kv cache; error event

* add output_index and content_index

* docstrings

* add test_build_response_event

* docs/comments

* gate test requirements; terminate cb manager on model switch

* nasty type hints

* more type hints

* disable validation by default; enable force models

* todo

---------

Co-authored-by: Lysandre <hi@lysand.re>

* Slight bugfixes

* PR comments from #39338

* make fixup

---------

Co-authored-by: Joao Gante <joaofranciscocardosogante@gmail.com>
Co-authored-by: Joao Gante <joao@huggingface.co>",948,391,1339,6,555,484,0.87
c8524aeb07f370195733f610760236d22e88cb61,zucchini-nlp,2025-07-16 12:00:17+00:00,"[cache] make all classes cache compatible finally (#38635)

* dump

* push other models

* fix simple greedy generation

* xmod

* add fmst and clean up some mentions of old cache format

* gpt-bigcode now follows standards

* delete tuple cache reference in generation

* fix some models

* fix some models

* fix mambas and support cache in tapas

* fix some more tests

* fix copies

* delete `_reorder_cache`

* another fix copies

* fix typos and delete unnecessary test

* fix rag generate, needs special cache reordering

* fix tapas and superglue

* reformer create special cache

* recurrent gemma `reorder_cache` was a no-op, delete

* fix-copies

* fix blio and musicgen pipeline tests

* fix reformer

* fix reformer, again...

* delete `_supports_cache_class`

* delete `supports_quantized_cache`

* fix failing tests

* fix copies

* some minor clean up

* style

* style

* fix copies

* fix tests

* fix copies

* create causal mask now needs positions?

* fixc copies

* style

* Update tests/test_modeling_common.py

Co-authored-by: Joao Gante <joaofranciscocardosogante@gmail.com>

* clean-up of non-generative model after merging main

* check `is_decoder` for cache

* delete transpose for scores

* remove tuple cache from docs everywhere

* fix tests

* fix copies

* fix copies once more

* properly deprecate `encoder_attention_mask` in Bert-like models

* import `deprecate_kwarg` where needed

* fix copies again

* fix copies

* delete `nex_decoder_cache`

* fix copies asks to update for PLM

* fix copies

* rebasing had a few new models, fix them and merge asap!

* fix copies once more

* fix slow tests

* fix tests and updare PLM checkpoint

* add read token and revert accidentally removed line

* oh com -on, style

* just skip it, read token has no access to PLM yet

---------

Co-authored-by: Joao Gante <joaofranciscocardosogante@gmail.com>",5715,6839,12554,20,298,253,0.85
6cb43defd084586df707fb85f6ab72bc800212ad,IliasAarab,2025-07-16 11:57:13+00:00,"docs: add missing numpy import to minimal example (#39444)

docs: add numpy import to minimal example",1,0,1,1,1,1,1.0
61163099f1b95e9f8960f6382bff4aa31db52fc9,cyyever,2025-07-16 11:36:48+00:00,"Remove runtime conditions for type checking (#37340)

Remove dynamic conditions for type checking

Signed-off-by: cyy <cyyever@outlook.com>
Co-authored-by: Arthur <48595927+ArthurZucker@users.noreply.github.com>",167,236,403,5,56,43,0.77
bfc9ddf5c6243c8f8a9615051436a70078f73943,SunMarc,2025-07-16 11:35:53+00:00,"Add StableAdamW Optimizer  (#39446)

* Added StableAdamW as an optimizer option for Trainer. Also wrote tests to verify its behaviour.

* Fixed issue with

* Added docs for StableAdamW. Also fixed a typo in schedule free optimizers

---------

Co-authored-by: Gautham Krithiwas <gauthamkrithiwas2003@gmail.com>",187,1,188,4,135,119,0.88
b9ee5282464acdef0cb275bd05456af8dcfa8a62,molbap,2025-07-16 10:45:46+00:00,"add test scanner (#39419)

* add test scanner

* add doc + license

* refactor for only 1 tree traversal

* add back test of only one method

* document single method scan

* format

* fixup generate tests

* minor fix

* fixup

* fixup doc",310,0,310,2,55,43,0.78
79941c61ce754ac2b0e5c74f25c08af4afaef6ed,ahadnagy,2025-07-16 10:09:18+00:00,"Fix missing definition of diff_file_url in notification service (#39445)

Fix missing definition of diff_file_url",1,1,2,2,11,7,0.64
e048d48bd0f87a0331020f55966e715faf0671d4,richardodliu,2025-07-16 10:01:08+00:00,"Add cosine_with_min_lr_schedule_with_warmup_lr_rate scheduler in Trainer (#31870)

* add cosine_with_min_lr_schedule_with_warmup_lr_rate scheduler in trainer

* Update src/transformers/optimization.py

Co-authored-by: amyeroberts <22614925+amyeroberts@users.noreply.github.com>

* Update optimization.py

fix the error of the unclosed ""(""

* Update optimization.py

remove whitespace in line 402 in order to pass the quality test

* Update src/transformers/optimization.py

* Update src/transformers/optimization.py

* Apply style fixes

---------

Co-authored-by: amyeroberts <22614925+amyeroberts@users.noreply.github.com>
Co-authored-by: Arthur <48595927+ArthurZucker@users.noreply.github.com>
Co-authored-by: github-actions[bot] <github-actions[bot]@users.noreply.github.com>
Co-authored-by: Marc Sun <57196510+SunMarc@users.noreply.github.com>",111,0,111,1,1,1,1.0
0cf08e90ddf4433a2f7d29053628a61607c2dc01,qgallouedec,2025-07-16 09:54:20+00:00,"Change log level from warning to info for scheduled request logging in `ContinuousBatchProcessor` (#39372)

Change log level from warning to info for scheduled request logging in ContinuousBatchProcessor",1,1,2,1,21,17,0.81
ae4e306a4073f72f4ad0c44aaa4c273006ef5ebe,cyyever,2025-07-16 09:52:33+00:00,"Defaults to adamw_torch_fused for  Pytorch>=2.8 (#37358)

* Defaults to adamw_torch_fused for latest Pytorch

Signed-off-by: cyy <cyyever@outlook.com>

* Fix test

Signed-off-by: cyy <cyyever@outlook.com>

---------

Signed-off-by: cyy <cyyever@outlook.com>",9,7,16,5,56,43,0.77
4524a68c66db404e9dd999931eb687903f63a66d,wjdghks950,2025-07-16 09:45:58+00:00,"Fix L270 - hasattr(""moe_args"") returning False error (#38715)

* Fix L270 - hasattr(""moe_args"") returning False error

* Update src/transformers/models/llama4/convert_llama4_weights_to_hf.py

---------

Co-authored-by: Arthur <48595927+ArthurZucker@users.noreply.github.com>",1,1,2,1,1,1,1.0
d33a1c389f737a87471c64138be30bf5c59b5e8a,zucchini-nlp,2025-07-16 09:31:35+00:00,"[chat template] add a testcase for kwargs (#39415)

add a testcase",39,0,39,20,298,253,0.85
99c9763398dde67554e4ae051794c6f27de0a87f,Phoenix-Shen,2025-07-16 09:22:00+00:00,"Fixed a bug calculating cross entropy loss in `JetMoeForCausalLM` (#37830)

fix: :bug: Fixed a bug in calculating Cross Entropy loss in JetMoeForCausalLM

In the original code, we shift the logits and pass shift_logits into the self.loss_function, but in self.loss_function, the shift_logits will be shifted again, so we are actually doing ""next next token prediction"", which is incorrect. I have removed the logits shifting before calling self.loss_function.

Co-authored-by: Arthur <48595927+ArthurZucker@users.noreply.github.com>",2,12,14,1,2,1,0.5
667ad023743421be186ab2715e930c226f8fb112,rudolfwilliam,2025-07-16 09:20:23+00:00,"Remove double soft-max in load-balancing loss. Fixes #39055 . (#39056)

Remove double soft-max in load-balancing loss. Fixes #39055",6,8,14,1,1,1,1.0
31d81943c994d11a079223809cfca89bfaaee363,kylesayrs,2025-07-16 08:44:40+00:00,"[Core] [Offloading] Fix saving offloaded submodules (#39280)

* fix counting meta tensors, fix onloading meta tensors

Signed-off-by: Kyle Sayers <kylesayrs@gmail.com>

* remove unrelated fix

Signed-off-by: Kyle Sayers <kylesayrs@gmail.com>

* remove unrelated change

Signed-off-by: Kyle Sayers <kylesayrs@gmail.com>

* add clarifying comment

Signed-off-by: Kyle Sayers <kylesayrs@gmail.com>

* add test_save_offloaded_model_with_direct_params

Signed-off-by: Kyle Sayers <kylesayrs@gmail.com>

* fix merge conflict, add decorators

Signed-off-by: Kyle Sayers <kylesayrs@gmail.com>

---------

Signed-off-by: Kyle Sayers <kylesayrs@gmail.com>",52,6,58,4,15,13,0.87
add43c4d09a89e3ad134efc8fd119350f363642e,zucchini-nlp,2025-07-16 07:41:50+00:00,"[autodocstring] add video and audio inputs (#39420)

* add  video and audio inputs in auto docstring

* fix copies",64,437,501,20,298,253,0.85
0dc2df5ddafe3cb5824ad24e85beba13e0aa6726,ahadnagy,2025-07-16 02:20:02+00:00,"CI workflow for performed test regressions (#39198)

* WIP script to compare test runs for models

* Update line normalitzation logic

* fix

* fix

---------

Co-authored-by: ydshieh <ydshieh@users.noreply.github.com>
Co-authored-by: Yih-Dar <2521628+ydshieh@users.noreply.github.com>",183,13,196,2,11,7,0.64
1bc9ac5107ff32c0115bd0b269924455be79db64,sbucaille,2025-07-15 19:40:50+00:00,"docs: update LightGlue docs (#39407)

* docs: update LightGlue docs

* Apply suggestions from code review

Co-authored-by: Steven Liu <59462357+stevhliu@users.noreply.github.com>

---------

Co-authored-by: Steven Liu <59462357+stevhliu@users.noreply.github.com>",81,43,124,6,16,11,0.69
d9574f2fe3b1f365340f8d3a6d30b48d736869b8,sbucaille,2025-07-15 19:40:26+00:00,"docs: update SuperGlue docs (#39406)

* docs: update SuperGlue docs

* Apply suggestions from code review

Co-authored-by: Steven Liu <59462357+stevhliu@users.noreply.github.com>

---------

Co-authored-by: Steven Liu <59462357+stevhliu@users.noreply.github.com>",106,80,186,6,16,11,0.69
9f41f67135b0656c428ff2c2b446d8eb15f5a7c5,zucchini-nlp,2025-07-15 15:23:54+00:00,"[vlm] fix loading of retrieval VLMs (#39242)

* fix vlm with retrieval

* we can't use AutoModel because new ColQwen was released after refactor

* no need for colqwen

* tied weight keys are necessary, if using IMageTextToText

* need to apply renaming in tied weights, only for ColPali

* overwrite tied keys in ColPali

* fix copies, modular can't handle if-statements",67,24,91,20,298,253,0.85
b1d14086e4bfb3be4417fcac092936231ab74ec2,winglian,2025-07-15 15:21:15+00:00,"handle training summary when creating modelcard but offline mode is set (#37095)

* handle training summary when creating modelcard but offline mode is set

* chore: lint",7,1,8,3,45,27,0.6
67f42928f0ec97a4635e7ff52a4b5e7879590c1c,DWarez,2025-07-15 15:16:10+00:00,"Remove residual quantization attribute from dequantized models (#39373)

* fix: removing quantization trace attribute from dequantized model

Fixes #39295

* add: test `to(dtype=torch.float16)` after dequantization",28,0,28,1,2,1,0.5
30c508dbcbc2d4e19507da5af46a32a7de73c5e9,jiangwangyi,2025-07-15 14:02:25+00:00,"Remove deprecated audio utils functions (#39330)

Co-authored-by: Arthur <48595927+ArthurZucker@users.noreply.github.com>",0,143,143,1,4,2,0.5
d8e05951b8efd4880acca9a3f291e8b65841a86d,HRezaei,2025-07-15 13:37:28+00:00,Fix bugs in pytorch example run_clm when streaming is enabled (#39286),117,41,158,1,2,1,0.5
a989bf8d84bacd00fa13db8e7031b139bcddd622,Rocketknight1,2025-07-15 13:28:59+00:00,"Fix bugs from pipeline preprocessor overhaul (#39425)

* Correct load classes for VideoClassificationPipeline

* Correct load classes for the ASR pipeline",3,2,5,4,398,351,0.88
53c9dcd6fd31cb9e8a10248693a905d0223b8316,McPatate,2025-07-15 12:22:12+00:00,refactor: remove `set_tracer_provider` and `set_meter_provider` calls (#39422),1,19,20,1,16,12,0.75
f03b3841494575b92a5350b4150e4f25faeab8d2,cyyever,2025-07-15 12:11:37+00:00,"Fix invalid property (#39384)

Signed-off-by: cyy <cyyever@outlook.com>",10,10,20,5,56,43,0.77
c4d41567fa4ed03123580d4168c25a0a328119d1,jiqing-feng,2025-07-15 12:05:49+00:00,"set document_question_answering pipeline _load_tokenizer to True (#39411)

Signed-off-by: jiqing-feng <jiqing.feng@intel.com>",1,1,2,6,67,54,0.81
f56b49f48f58ae0dbbcb164a4b4ebb137f015473,Rocketknight1,2025-07-15 11:57:32+00:00,"Ignore extra position embeddings weights for ESM (#39063)

* Ignore extra position embeddings weights

* Slight name fix",1,0,1,4,398,351,0.88
2b79f143756bf10a2d43e5ab6d413374b633d2ce,44670,2025-07-15 09:53:41+00:00,"support loading qwen3 gguf (#38645)

* support loading qwen3 gguf

* Add qwen3 into GGUF_TO_FAST_CONVERTERS for tokenizer conversion

* Add testcase

* Fix formatting",31,0,31,1,1,1,1.0
0e4b7938d0e965362973797f47ad2b85f605a96a,orionw,2025-07-15 08:40:41+00:00,"Add ModernBERT Decoder Models - ModernBERT, but trained with CLM! (#38967)

* working locally; need to style and test

* added docs and initial tests; need to debug and flesh out

* fixed tests

* working long context; batches

* working fa2 and eager

* update tests

* add missing confnigs

* remove default autoset

* fix spacing

* fix most tests

* fixed tests

* fix to init

* refactor to match new transformers updates

* remove static cache option

* fa2 fix

* fix docs

* in progress

* working on tests

* fixed issue with attn outputs

* remove debug

* fix local config attr

* update doc string

* fix docstring

* add docs to toc

* correct typo in toc

* add new updates from main w.r.t. ModernBERT RoPE

* fix local param

---------

Co-authored-by: oweller2 <oweller2@dsailogin.mgmt.ai.cluster>
Co-authored-by: oweller2 <oweller2@l07.mgmt.ai.cluster>
Co-authored-by: oweller2 <oweller2@n02.mgmt.ai.cluster>
Co-authored-by: oweller2 <oweller2@l08.mgmt.ai.cluster>
Co-authored-by: oweller2 <oweller2@l01.mgmt.ai.cluster>
Co-authored-by: oweller2 <oweller2@l02.mgmt.ai.cluster>",2020,0,2020,1,3,1,0.33
0b724114cf8475f146ca2fd644c4e31f395441eb,alvarobartt,2025-07-15 07:59:25+00:00,Fix typo in `/v1/models` output payload (#39414),1,1,2,1,5,5,1.0
8d6259b0b8290c2406949ce6342051b1f09a074c,zucchini-nlp,2025-07-15 07:34:06+00:00,"[refactor] set attention implementation (#38974)

* update

* fix some tests

* init from config, changes it in-place, add deepcopy in tests

* fix modernbert

* don't delete thsi config attr

* update

* style and copies

* skip tests in generation

* fix style

* accidentally removed flash-attn-3, revert

* docs

* forgot about flags set to False

* fix copies

* address a few comments

* fix copies

* custom code BC",451,776,1227,20,298,253,0.85
6017f5e8ed33d48096cdf8630d1cc7cbf2550c90,sameerajashyam,2025-07-14 17:47:19+00:00,"[siglip] fix pooling comment (#39378)

* feat(siglip2): add forward pass with pooled output logic in Siglip2TextModel

* test(siglip2): add test_text_model.py to verify pooled output behavior

* style(siglip2): fix formatting in test_text_model.py using Ruff

* fix(siglip2): remove misleading 'sticky EOS' comment and sync modular-classic files

* fix(siglip2): remove misleading 'sticky EOS' comment and sync modular-classic files

* chore(siglip2): regenerate classic model after modular change

* Update",2,2,4,1,6,1,0.17
8d40ca5749dff9e0dcdc18eba4165691fe951f42,Tanuj-rai,2025-07-14 17:35:17+00:00,"Update phi4_multimodal.md (#38830)

* Update phi4_multimodal.md

* Update docs/source/en/model_doc/phi4_multimodal.md

Co-authored-by: Steven Liu <59462357+stevhliu@users.noreply.github.com>

* Update docs/source/en/model_doc/phi4_multimodal.md

Co-authored-by: Steven Liu <59462357+stevhliu@users.noreply.github.com>

* Update docs/source/en/model_doc/phi4_multimodal.md

Co-authored-by: Steven Liu <59462357+stevhliu@users.noreply.github.com>

* Update docs/source/en/model_doc/phi4_multimodal.md

Co-authored-by: Steven Liu <59462357+stevhliu@users.noreply.github.com>

* Update docs/source/en/model_doc/phi4_multimodal.md

Co-authored-by: Steven Liu <59462357+stevhliu@users.noreply.github.com>

* Update phi4_multimodal.md

* Update phi4_multimodal.md

* Update phi4_multimodal.md

* Update phi4_multimodal.md

* Update phi4_multimodal.md

---------

Co-authored-by: Steven Liu <59462357+stevhliu@users.noreply.github.com>",48,22,70,2,10,4,0.4
3635415af2b6f6e0d6345849f07ba6da9af4206a,MilkClouds,2025-07-14 16:25:06+00:00,"[Docs] Fix typo in CustomTrainer compute_loss method and adjust loss reduction logic (#39391)

Fix typo in CustomTrainer compute_loss method and adjust loss reduction logic",2,2,4,1,2,2,1.0
3a48e9534cefb5937da33bba1fdc9d8b1b9a0d91,rasmi,2025-07-14 16:05:28+00:00,"Use np.pad instead of np.lib.pad. (#39346)

* Use np.pad instead of np.lib.pad.

* Update audio_utils.py

Formatting",1,3,4,2,5,4,0.8
3d8be20cd2f76aa03d3f42808f2c9b36c94608b3,Rocketknight1,2025-07-14 15:40:04+00:00,"Totally rewrite how pipelines load preprocessors (#38947)

* Totally rewrite how pipelines load preprocessors

* Delete more mappings

* Fix conditionals, thanks Cyril!",286,226,512,4,398,351,0.88
903944a411c35b8f7b2b51ada77a7c2a80e7fb88,eromomon,2025-07-14 10:16:49+00:00,"[examples] fix do_reduce_labels argument for run_semantic_segmentation_no_trainer (#39322)

* no use do_reduce_labels argument in model

* use do_reducer_labels in AutoImageProcessor",1,2,3,2,2,2,1.0
8165c703ab4284a189cef18dd7c8bad767318e75,Cyrilvallez,2025-07-14 10:02:59+00:00,"Fix Lfm2 and common tests (#39398)

* fix

* better fix

* typo",7,0,7,14,132,118,0.89
878d60a3cb072b60895eac8fcfd35798393420d9,zucchini-nlp,2025-07-14 09:42:06+00:00,"Deprecate AutoModelForVision2Seq (#38900)

deprecate vision2seq",23,2,25,20,298,253,0.85
