sha,author_login,date,message,additions,deletions,total_changes,commit_count,total_prs,merged_prs,pr_acceptance_rate
3a5d293c38881b2f37b165b24dc31b309f1c4175,bgw,2025-07-17 15:51:59+00:00,"feat(turbopack): Log anonymized internal error (panic) information to telemetry (#81272)

## Goals

- Pass through a custom `TurbopackInternalError` type when a Rust panic or an unexpected top-level `anyhow::Error` occurs.
- Make a best-effort attempt to log a location of the error to telemetry.
  - In the case of a panic, we should have the file, line, and column where the panic occured. This could be obscured inside of a helper method, but it's better than nothing. Since this is a position in Turbopack's source code, there's zero risk of user data being included here, so it should be safe to log to telemetry.

## How it works

In previous PRs, @wbinnssmith did the following:
- Added a thread-local for storing the most recent panic information in Rust
- Added `catch_unwind` logic to intercept the panic in turbo-tasks and read the thread-local information, with care take to make sure we're reading from the same thread (not across an `await` boundary).
- Added a custom `std::error::Error` type for internal errors, with support for storing information about a source panic.
- Ensured we set up `Error::source` correctly everywhere so that you can trace an error back to the root cause (presumably a panic).

In #80881, I added a `NextTurbopackContext` type that we can extend to store additional helpers on.

In this PR:
- Adds a callback to the `Project` constructor called `throwTurbopackInternalError` that constructs and throws a custom `TurbopackInternalError`. The definition of `TurbopackInternalError` must be in JS, as we cannot reasonably define the error subclass using NAPI.
- Wraps the callback in a `ThreadsafeFunction` so that it can be called in any of our async functions.
- Replaces all the places we were previously converting to `napi::Error` with logic to run `throwTurbopackInternalError`.

In a subsequent PR, we could move more of the panic handling into JS using `throwTurbopackInternalError`.

## Testing

Added a panic and ran:

```
NEXT_TELEMETRY_DEBUG=1 pnpm next dev --turbopack examples/basic-css/
```

<img src=""https://graphite-user-uploaded-assets-prod.s3.amazonaws.com/HAZVitxRNnZz8QMiPn4a/7f261d3f-351e-436a-9345-fd6e9056d20c.png"" width=""600"">",594,399,993,11,335,315,0.94
f8afa172a0710575ca514b700d282935c5bd2d79,huozhi,2025-07-17 15:40:37+00:00,"[chore] bump zod to latest v3 (#81757)

Update zod v3 to latest. Noticed this while playing with ai sdk as it's requires new versions of zod. Hence realized we haven't updated for a while. Bump to newer versions of `zod@3`",14,14,28,24,1020,896,0.88
b7eff6dea8382bb36aab2b711eb6755cf40b3f78,mischnic,2025-07-17 15:39:15+00:00,Remove unnecessary await (#81761),3,3,6,34,340,285,0.84
5b37421527b8a98389a6b4d4181df88e787f755f,eps1lon,2025-07-17 13:10:59+00:00,[turbopack] Stop exposing globals from Turbopack runtime (#81727),36,15,51,32,540,451,0.84
10fb5bc683d6a37af04d17e42123e75b30d25726,huozhi,2025-07-17 11:01:50+00:00,"[devtool] enable segment explorer by default (#81737)

Enable `experimental.devtoolSegmentExplorer` on canary by default and update snapshots",339,205,544,24,1020,896,0.88
719bc5e71bdcf4881e71ec54e1cdffa19e32f455,nextjs-bot,2025-07-16 23:24:53+00:00,v15.4.2-canary.5,34,34,68,38,0,0,
96b31f8e678bfe2c259a96b97d35632373bced38,huozhi,2025-07-16 23:19:46+00:00,"[devtool] fix duplicate rendered indicator on server (#81729)

There're should be only one indicator rendered when `showIndicator` state is true, the previous condition is not correct since the previous change seem causing indicator always rendered even on SSR. since devtool bundle is also bundled on ssr layer, but the related code should not get executed. We noticed the previous condition will always render the indicator, which likely triggered some `base-ui` browser code to execute on server and crash on windows.

Related #81722",235,1555,1790,24,1020,896,0.88
4e0b1125a466bdc81ead94969008c55509ea4ad0,unstubbable,2025-07-16 21:27:05+00:00,"Improve error handling for `headers`/`cookies`/`draftMode` in `'use cache'` (#81716)

This ensures that we show a proper error with an error stack
(potentially source-mapped) when accessing
`headers`/`cookies`/`draftMode` in `'use cache'`, even when caught in
user-land code. For `searchParams` (currently triggering a timeout
error) we'll need a slightly different solution, which will be handled
in a future PR.

The approach chosen here is somewhat temporary, as we'd like to
implement compile-time errors instead for accessing any kind of request
data in `'use cache'` functions. However, this would require a larger
change to our bundlers.

closes NAR-201",601,193,794,25,331,294,0.89
63090e20f198f7bda7bb746e29fe6a25a1391d8c,ztanner,2025-07-16 21:25:01+00:00,"fix: pages router metadata bugs with React 19 (#81733)

When we updated `experimental.strictNextHead` to be true in #65418, we
did not update all spots that would default to true in the case where
the value was omitted entirely.

This led to the default value not being correctly applied in pages
router, which resulted in duplicate metadata w/ React 19.

Since we made the flag the default, we can also probably clean up this
flag all together, but that can be done separately.

Fixes #81655
Fixes #81689",106,55,161,7,633,579,0.91
2eac9dccd85d8ec941c416de5f8f01236a8f1e2e,bgub,2025-07-16 20:58:34+00:00,"chore: update username from 'nebrelbug' to 'bgub' (#81734)

## Update GitHub username in labeler configuration

I just changed my username from ""nebrelbug"" to ""bgub""",1,1,2,2,7,4,0.57
40d2fa9b5e578c71989251ad387214ffb2c1507f,nextjs-bot,2025-07-16 19:31:14+00:00,v15.4.2-canary.4,34,34,68,38,0,0,
9d1e94d56d4d3ad8ff0119192733b760fe8752ad,wyattjoh,2025-07-16 19:25:12+00:00,"fix: revert client segment route changes for sub shell generation (#81731)

Reverts changes to the `routes-manifest.json` from #81321. Incorrect
route sorting was causing some routing errors.",6,30,36,6,307,243,0.79
382b79bcc9fb1446e8f88d7a321c365aaece8a2c,eps1lon,2025-07-16 18:45:34+00:00,"[sourcemaps] Consistent cursor columns (#81375)

Co-authored-by: Niklas Mischkulnig <4586894+mischnic@users.noreply.github.com>",822,941,1763,32,540,451,0.84
a04a5efe80d88e603ded31c20645a0ddc76e1104,lukesandberg,2025-07-16 18:11:26+00:00,"Add an e2e test for the css serving issue (#81683)

## Add a regression test for when a not-found component depends on css and triggers a bug in turbopack

To correctly serve js and css resources during server side rendering we construct a client manifest that lists all the server components and their required resources.  Turbopack has a bug where we fail to collect css that is used by the page if it is also used by a not-found page (and other error handlers as well).

When a not-found component is present all pages pages implicitly depend on this module and depend on it as an early dependency of the generated `app-page.js` file.  This means if a `not-found.js` file (or a global error file) would happen to depend on the same css as a normal component we would associate it as a client-reference of that component instead of any other.  Then on a server side render we would simply omit it.  This PR adds a regression test for this issue.

See  #77861 and  #79535",69,0,69,7,83,69,0.83
5444efa2d205bcbc49fbbde4a753582731b0a4a2,vercel-release-bot,2025-07-16 18:10:17+00:00,"Update Rspack production test manifest (#81701)

This auto-generated PR updates the production integration test manifest used when testing Rspack.",46,7,53,18,0,0,
f0099cd448efe6f28b046d84ba4961a1d36f8153,vercel-release-bot,2025-07-16 18:08:41+00:00,"Update Rspack development test manifest (#81702)

This auto-generated PR updates the development integration test manifest used when testing Rspack.",77,5,82,18,0,0,
f74a1697a919ec222c3950190ddd09519432baf3,acdlite,2025-07-16 16:13:54+00:00,"[Segment Cache] Support dynamic head prefetching (#81677)

Fixes an issue where opting into dynamic prefetching with
prefetch={true} would not apply to head data (like the title), only the
page data. Although the head was being sent by the server as part of the
prefetch response, it wasn't being transferred correctly to the prefetch
cache.

The net result is that you can now fully prefetch a page with a dynamic
title without any additional network requests on navigation.",102,8,110,3,145,131,0.9
964d0634cd5f8782cfbac145865c7e0f3f414b70,acdlite,2025-07-16 16:12:58+00:00,"Fix: createRouterAct ""reject"" config (#81720)

Fixes a problem with the internal `createRouterAct` testing helper where
the `block: ""reject""` option would not error correctly, leading to
potential false negatives. I think I accidentally broke this when I
added the ability to provide an array of expected responses.",22,10,32,3,145,131,0.9
6f88000f0bce63bb447de2b6843883043347e84a,nextjs-bot,2025-07-16 16:06:17+00:00,v15.4.2-canary.3,34,34,68,38,0,0,
10ce117bdf5d702969fd81ec15d539be4dfa24cd,eps1lon,2025-07-16 16:02:53+00:00,[test] Fix `app-static` deploy test (#81712),45,21,66,32,540,451,0.84
9088ece15f42ff5e11df5ef164fb307494a36e74,nextjs-bot,2025-07-16 15:08:57+00:00,v15.4.2-canary.2,34,34,68,38,0,0,
115eff7201191fcc1d2f10bbc4c69f5359897311,timneutkens,2025-07-16 15:05:23+00:00,"Turbopack: Support string without options for @next/mdx (#81713)

## What?

Adds support for `remarkPlugins: ['remark-gfm']` and `rehypePlugins:
['rehype-slug']`.

Previously you had to nest an array like `remarkPlugins:
[['remark-gfm']]` but that's a bug, that case is only for passing
options. Directly passing the string without options should be allowed.
This PR implements that.",75,15,90,2,1020,933,0.91
c3e6680bfd245d840d479ba3ba1d0b1a570a19b1,wyattjoh,2025-07-16 14:49:40+00:00,"perf(build): optimize buildAppStaticPaths performance and add helper function (#81386)

### What?

Optimizes the `buildAppStaticPaths` function performance and extracts a
helper function `calculateFallbackMode` to reduce code duplication.

### Why?

The `buildAppStaticPaths` function had several performance bottlenecks:

1. **Repeated regex pattern compilation**: Route parameter patterns were
being compiled inside the loop for every route, causing unnecessary
overhead
2. **Inefficient root parameter lookups**: Using `Array.includes()` for
root parameter checks resulted in O(n) lookups for each parameter
3. **Duplicated fallback mode logic**: The same fallback mode
calculation was repeated in multiple places, making the code harder to
maintain and prone to inconsistencies

These inefficiencies became more apparent when processing large numbers
of routes with complex parameter structures.

### How?

**Performance optimizations:**
- Pre-compile regex patterns for route parameters outside the loop and
store them in a Map for O(1) lookups
- Convert `rootParamKeys` to a Set for O(1) lookup time instead of O(n)
array searches
- Optimize the fallback parameter collection loop to break early and
avoid redundant iterations

**Code organization:**
- Extract `calculateFallbackMode` helper function to eliminate code
duplication
- Add comprehensive tests for the new helper function to ensure
correctness
- Simplify the main loop logic by using the pre-compiled patterns and
optimized data structures",207,110,317,6,307,243,0.79
a3f031d834af6da4640a6f33ab6fb86d87df442c,lubieowoce,2025-07-16 14:23:34+00:00,"fix: rootParams should throw in client when fallbackParams are not present (#81711)

`rootParams` was erroring if used in a `'prerender-client'`, but only if
we had `fallbackRouteParams`. this is an edge case, but it is
technically possible to hit if our compiler checks for using
`rootParams` in client code are bypassed.

i've also had to split `PrerenderStoreModern` into two types instead of
having `type: 'prerender' | 'prerender-client'`. otherwise, typescript
would think that the `case 'prerender'` branch wasn't enough to
eliminate `PrerenderStoreModern` even though we already handled the
`prerender-client` case at the top. this made the `prerenderStore
satisfies never` assertion at the bottom fail.

This is a bit tricky to explain, so i'm including a [TS playground
repro](https://www.typescriptlang.org/play/?#code/C4TwDgpgBAysD2AnCAZCBzAhgYxFAvFAN5SiQBcUA5GMsgHYAmEiAtADYY4hUC+AUGWhwkEALLxmiegWKlwESjToQmLKlAA+1Wi1VTW2dgEtVwDQKGwEyWSORosuLddESp9fvwgAPMEmAoADMAV3psYGN4GQBnFgA3FgB5enYQABUAC2N6dAAKGJtFV2QASkpCxBz0Yn4oeqhjIKgCooA6K3wunRU1NiNTenNS2oax0kzEeAB3KHoIWYBRRCnEPKoAOXhAzHZ2GYhGRpkBsypSuoaBMZjp42BsTJbC0Q6FEaJL8agAeh+obCYOI9PR9QwmM5fcZ-KAAPSgAGFMPQqIFGPAJsYYlBMnooJgsDkADRQdIwKAsVbYu7AJ4AA3SCmoACJdAwDKchsyNFi5tsAfAALZgTCITAAI04pAxViorN6Bk4ThAzJc8tBUm5bTpULGMLy4oggJCwOm0EeRoA1ocJphAoagqIAIQXXUNQHA5Qa9SUT7fb7IYAhaRQZkAdQgVFsOXxUEFkhYMjZ+hYzLd9Wu-o90C97JYHC4uCovvT40DwZk4cj0ZkmCgSu4UGTfTT-qgme+zCCmBC7GAJbbNyKUBidqxQVM2PmiUQpb1-1hAH45w0YW11+KQoEyZj6JbsXSXsg6QDkSPInsoIbY-ZxAmQ7jbBBEjJafAQugnmaqIkKSZBTkdo2uK2xPP4MQxMYkrmkCEDYqWHbtvwAhAA)

i'm guessing that `type: 'prerender' | 'prerender-client'` is more
complex than a normal discriminator and TS was getting confused, which
is why having two separate types solves it.",25,10,35,1,218,140,0.64
5608f19a4d4bcf202fbd7df8d5b7dd7d4e4f2b3f,huozhi,2025-07-16 13:36:37+00:00,[lint] keep lint-stage use faster linting (#81710),1,1,2,24,1020,896,0.88
ea2157cd41eb86c58047e0bbf3afeb7a213d93fc,eps1lon,2025-07-16 12:58:22+00:00,[turbopack] Clear chunk cache on HMR instead of creating new `next-server` VM (#81664),2,20,22,32,540,451,0.84
43b64ccdb53eba5589a36b657aa9935dd2367750,unstubbable,2025-07-16 12:12:03+00:00,"Ignore pending revalidations during prerendering (#81621)

When reading a cache entry, we usually check its tags against the recently revalidated tags, and dismiss it, if it has any of those tags. However, this is only needed during dynamic requests, specifically during the rendering that follows a revalidating server action.

During the prerender validation in dev mode, we should not discard the cache entries based on the pending revalidation. The concurrently running dynamic rendering will handle discarding and recreating those cache entries. During build-time prerendering, there will never be any pending revalidated tags.

This fixes a bug where a different value was rendered when revalidating with a server action and then reloading the page afterwards (or triggering another unrelated revalidating server action).",33,12,45,25,331,294,0.89
7efeae3de8f1edee9a20f8e17a5306388b798b48,nextjs-bot,2025-07-16 12:06:11+00:00,Upgrade React from `2f0e7e57-20250715` to `d85ec5f5-20250716` (#81708),658,709,1367,38,0,0,
4430409206e3d634dbc075253277e34912e24bcf,unstubbable,2025-07-16 11:33:39+00:00,"Discard prerendered route handler data from FS cache after revalidation (#81611)

After having revalidated a prerendered route handler, on the subsequent request we must discard the prerendered data from the file system cache, as we already do for pages and fetch caches as well.

> [!NOTE]  
> This PR is best reviewed with hidden whitespace changes.",124,131,255,25,331,294,0.89
08209b9bf46a05d625292b9c0d7150dd61a8c483,unstubbable,2025-07-16 11:33:20+00:00,"Improve error message for sync server functions (#81705)

When a server action or `'use cache'` function is defined as a
synchronous function, the error message now only marks the function name
for better clarity. Previously, the entire function body was marked,
which looks fine in small test fixtures, but is pretty messy for larger
functions, both in the terminal as well as in the dev error overlay.

For anonymous default exports we can't optimize this and are still
marking the entire function body, as we don't have a name to refer to.

closes NAR-165",31,25,56,25,331,294,0.89
152dc29c9441efe12709d9addfcbf322cc053541,unstubbable,2025-07-16 11:31:06+00:00,"Delete unused `renderToString` function (#81707)

The `renderToString` function's last usage was removed in #78495.",0,15,15,25,331,294,0.89
91584bf1a26f3889dd8192869e215d65bee6d327,nextjs-bot,2025-07-16 11:22:15+00:00,"Upgrade React from `97cdd5d3-20250710` to `2f0e7e57-20250715` (#81678)

Co-authored-by: Sebastian Sebbie Silbermann <sebastian.silbermann@vercel.com>",499,415,914,38,0,0,
86562e1213f3a3230953c0e86bbe8291af3fcc7a,eps1lon,2025-07-16 11:18:25+00:00,[turbopack] Return cached Promise from `__turbopack_load_by_url__ ` (#81663),142,82,224,32,540,451,0.84
af74b4a36f32d3037d002570800e75217e2199b4,unstubbable,2025-07-16 11:05:25+00:00,"Include `use-cache` test suite in the Cache Components tests (#81610)

We're splitting the test app routes between two root layouts, one for (partially) static pages that does not wrap its children in a Suspense boundary, and one for dynamic pages that adds a Suspense boundary above `body`, which opts those pages into fully dynamic rendering.

Two tests are expected to fail for now, because they revealed bugs related to revalidation, which will be fixed in follow-up PRs:
- https://github.com/vercel/next.js/pull/81611
- https://github.com/vercel/next.js/pull/81621

closes NAR-171",122,72,194,25,331,294,0.89
d8fdb6ffa85269a9696ca905a5ee39d8ae737701,unstubbable,2025-07-16 10:13:54+00:00,"Simplify running test apps locally with `ppr` or `dynamicIO` enabled (#81668)

We want to respect the `__NEXT_EXPERIMENTAL_PPR` and `__NEXT_EXPERIMENTAL_CACHE_COMPONENTS` environment variables in the test apps, so that we can run them locally with these features enabled without needing to modify the config files.

So we're removing the requirement that `__NEXT_TEST_MODE` needs to be set at the same time. Usually you don't want to set this variable locally because it also changes other behavior in a few places.

This really has no downside, because it was already possible for users to set both variables and affect the flags, and now this can be done with a single variable. It allows us to keep the noise out of the test app's next config files.

We're also moving the assignments from the default config into `enforceExperimentalFeatures` to get the nice output when printing the experimental features in the CLI.",367,140,507,25,331,294,0.89
386afcd423999915958c237f6c4532f150463b18,prateekkish,2025-07-16 07:22:07+00:00,"docs: Update redirects i18n documentation for App Router (#81347)

### What?
Updated the documentation to clarify that App Router requires manual
locale handling through dynamic route segments and middleware, with
examples showing how to implement i18n redirects correctly.

### Why?
The App Router doesn't use the i18n configuration in next.config.js like
the Pages Router does.

Closes NEXT-
Fixes #81227

---------

Co-authored-by: Joseph <joseph.chamochumbi@vercel.com>
Co-authored-by: Joseph <sephxd1234@gmail.com>",39,4,43,1,1,1,1.0
01e1854f2a4334fb830c132bfeab85872ad61ddf,huozhi,2025-07-16 02:57:27+00:00,"[segment explorer] remove dev panel ui flag (#81670)

Remove panel ui flag

---------

Co-authored-by: RobPruzan <rapruzan@buffalo.edu>",24,36,60,24,1020,896,0.88
3c38722a1ef6265fef9a3e32e4721872843807aa,huozhi,2025-07-16 00:46:38+00:00,[metadata] replace for initial body icon case (#81688),90,16,106,24,1020,896,0.88
7bcef6872d4ee6afb396050184f93d5902d2f969,ztanner,2025-07-15 23:58:47+00:00,"upgrade to path-to-regexp@6.3.0 (#80123)

Upgrades `path-to-regexp` to address backing concerns from
`CVE-2024-45296`. As a result, this requires some additional
pre-processing on the paths we generate for interception routes, to
ensure we pass a compliant value into `path-to-regexp`.",298,28,326,7,633,579,0.91
8b7f4c50d19ccfce10837f6ca5a0e952e8ae57e0,ijjk,2025-07-15 23:51:16+00:00,"Update NextAdapter type and re-export (#81692)

Just fixes up the type and re-exports it so it can be imported directly
from `next`. Also fixes test file not being type checked which didn't
catch missing optional fields.",7,4,11,13,1020,947,0.93
d884398da6c55f662115cd1b3ff19e72fb6bb8d5,wyattjoh,2025-07-15 23:32:31+00:00,"feat(build): optimize filterUniqueParamsCombinations to generate sub-combinations (#81321)

### What?

Optimizes the `generateParamPrefixCombinations` function (previously
`filterUniqueRootParamsCombinations`) to generate all unique
sub-combinations of route parameters while ensuring partial shells
include complete sets of root parameters.

### Why?

The previous implementation only generated combinations at the root
parameter level, which was insufficient for PPR (Partial Prerendering)
shells. PPR needs all possible prefix combinations of route parameters
to create effective shells for nested routes. For example, for a route
`/[lang]/[region]/[slug]`, we need shells for:
- `/[lang]/[region]` (complete root params)
- `/[lang]/[region]/[slug]` (full route)

Without proper sub-combinations, nested routes couldn't benefit from PPR
shell optimization, leading to performance degradation.

### How?

- Renamed `filterUniqueRootParamsCombinations` to
`generateParamPrefixCombinations` to better reflect its expanded
functionality
- Added logic to generate all prefix combinations of route parameters,
not just root-level combinations
- Implemented root parameter validation to ensure partial shells only
include complete sets of root parameters
- Added comprehensive test coverage for edge cases including undefined
parameters, missing keys, and parameter collisions
- Optimized the algorithm to skip invalid combinations early when root
parameters are incomplete

The function now generates prefix combinations systematically while
maintaining backward compatibility and preventing invalid partial
routes.

NAR-159

---------

Co-authored-by: Hendrik Liebau <mail@hendrik-liebau.de>",1382,126,1508,6,307,243,0.79
2b3728f901a5a189fc09f23353b5c94747739049,styfle,2025-07-15 23:26:23+00:00,"feat(next/image): warn when `images.qualities` is undefined (#81690)

Add a warning to Next.js 15.5 to prepare for Next.js 16 when
`images.qualities` is undefined and the user attempted to use set
`quality` prop to something other than 75.",128,1,129,3,566,521,0.92
8b3c93379b58f210f81d852674808a3bb6fbecfa,nextjs-bot,2025-07-15 23:25:08+00:00,v15.4.2-canary.1,34,34,68,38,0,0,
43b4364f7cbf1b9578a0b2cf4676a7e7de282d98,bgw,2025-07-15 23:00:32+00:00,"Turbopack: Generalize `ImportedBinding` effect creation to avoid as much special-casing of SimpleAssignTarget (#81653)

There was some logic here that checked for the existence of `SimpleAssignTarget`, and using that to bail out of `visit_ident`. That doesn't scale well to pattern assignments, but it turns out that we don't need to bail out, we just need to fix the codegen.

Without this, https://github.com/vercel/next.js/pull/81654 breaks the test cases.",72,89,161,11,335,315,0.94
8659d47c0995f004550c9e521dd4e180b5c23f45,hf,2025-07-15 22:31:46+00:00,"chore: Update `with-supabase` example to use `getClaims()` (#81383)

Updates the `with-supabase` example to use the new and much faster (when
project is configured with asymmetric JWT support)
`supabase.auth.getClaims()` function instead of `getUser()`.

---------

Co-authored-by: Benjamin Woodruff <benjamin.woodruff@vercel.com>",26,18,44,1,1,1,1.0
d0ea7129747a045450c646cc0e4ea4f84348bd32,Anas-github-acc,2025-07-15 22:15:05+00:00,"fix patch-next by adding missing script (#81430)

The `patch-next.cjs` script is failing because two of its dependencies,
`pack-util` and `build-native`, are missing their CommonJS versions,
which are required for compatibility with the current Node.js
environment. To fix this, i added the transpiled `pack-util.js` and
`build-native.js` files.

---------

Co-authored-by: graphite-app[bot] <96075541+graphite-app[bot]@users.noreply.github.com>
Co-authored-by: Benjamin Woodruff <benjamin.woodruff@vercel.com>",182,81,263,1,1,1,1.0
