sha,author_login,date,message,additions,deletions,total_changes,commit_count,total_prs,merged_prs,pr_acceptance_rate
a5f9742398c9429ef84ac8a57b0f3eb418394d9e,davidism,2025-05-13 15:35:41+00:00,drop end of life python versions (#5731),78,284,362,230,288,285,0.99
52df9eed45d0b19c588662ed8492d8fbaa0e7098,davidism,2025-05-13 15:31:54+00:00,drop end of life python versions,78,284,362,230,288,285,0.99
e7e53807766ef1470bce546716a675ded4b08597,davidism,2025-05-13 15:10:30+00:00,Merge branch 'stable',24,11,35,230,288,285,0.99
bbaf13333fd00644313488243cfe547b13dcae78,davidism,2025-05-13 15:09:39+00:00,fix syntax,2,2,4,230,288,285,0.99
57e72869486e89b45f6fd0a07cdd0adf80f5db1b,davidism,2025-05-13 15:01:42+00:00,release version 3.1.1 (#5730),4,4,8,230,288,285,0.99
7fff56f5172c48b6f3aedf17ee14ef5c2533dfd1,davidism,2025-05-13 14:51:12+00:00,release version 3.1.1,4,4,8,230,288,285,0.99
73d6504063bfa00666a92b07a28aaf906c532f09,davidism,2025-05-13 14:46:54+00:00,"Merge commit from fork

Sessions: fix signing key selection when key rotation is enabled",21,8,29,230,288,285,0.99
cbb6c36692f7d882e9026597624c0eb38e01f9cb,davidism,2025-03-29 23:18:43+00:00,update docs about fallback order,6,3,9,230,288,285,0.99
fb54159861708558b5f5658ebdc14709d984361c,jayaddison,2025-03-10 16:34:12+00:00,"secret key rotation: fix key list ordering

The `itsdangerous` serializer interface[1] expects keys to be
provided with the oldest key at index zero and the active signing key
at the end of the list.

We document[2] that `SECRET_KEY_FALLBACKS` should be configured with
the most recent first (at index zero), so to achieve the expected
behaviour, those should be inserted in reverse-order at the head of
the list.

[1] - https://itsdangerous.palletsprojects.com/en/stable/serializer/#itsdangerous.serializer.Serializer

[2] - https://flask.palletsprojects.com/en/stable/config/#SECRET_KEY_FALLBACKS",15,5,20,1,0,0,
bc143499cf1137a271a7cf75bdd3e16e43ede2f0,davidism,2025-05-12 01:08:43+00:00,Merge branch 'stable',1870,528,2398,230,288,285,0.99
941efd4a36ed0f27e13758874f95e3aa1d3ee163,davidism,2025-05-12 01:04:35+00:00,use uv (#5727),1876,534,2410,230,288,285,0.99
0109e496f6ca68de29480fe6413e81b1d3f86aa9,davidism,2025-05-12 00:45:03+00:00,use uv,1876,534,2410,230,288,285,0.99
11c45eeba3b5bcf06b84f4e864862f1019a3faa3,davidism,2025-05-11 12:58:48+00:00,update dev dependencies,34,34,68,230,288,285,0.99
b78b5a210bde49e7e04b62a2a4f453ca10e0048c,davidism,2025-03-30 20:17:17+00:00,Merge branch 'stable',89,112,201,230,288,285,0.99
e7851665071cb93b3c70b1e7103f82d1e6d01f5d,davidism,2025-03-30 20:15:54+00:00,Async Iterable Response (#5659),6,0,6,230,288,285,0.99
410e5ab7ed0ef326fa8b5164a633863f137ffff5,CoolCat467,2024-11-18 18:55:14+00:00,Accept `AsyncIterable` for responses,6,0,6,1,1,1,1.0
bfffe87d4c2ea255b9a51432bebb3d28741245c4,davidism,2025-03-29 22:57:16+00:00,add ghsa links,2,0,2,230,288,285,0.99
73ce26c3e822cdc2ccf99625619a50c91f163f8d,davidism,2025-03-29 22:45:11+00:00,remove tests about deprecated pkgutil.get_loader (#5702),3,35,38,230,288,285,0.99
41ec5760a2c55a099c3a1733fdd36fbb1258a02b,davidism,2025-03-29 22:42:58+00:00,remove tests about deprecated pkgutil.get_loader,3,35,38,230,288,285,0.99
2732c4db66763462c2795d2287b61d4f77031342,davidism,2025-03-29 22:32:28+00:00,add endpoint name in favicon example (#5701),5,2,7,230,288,285,0.99
c94d2a77db0102a7cf8ceec7804f366f180c373f,davidism,2025-03-29 22:30:56+00:00,add endpoint name in favicon example,5,2,7,230,288,285,0.99
315ebc11765ed3b9da8b5271602e89a403376c24,davidism,2025-03-29 22:28:27+00:00,better type checking during deprecation (#5700),14,13,27,230,288,285,0.99
7d5d1874581209f66ad7bcdfb7f85b2b9a7ca471,davidism,2025-03-29 22:23:34+00:00,better type checking during deprecation,14,13,27,230,288,285,0.99
c7c8dc38ea2890d62b7aaff7e4c016e4b98101b0,davidism,2025-03-29 22:17:48+00:00,Remove HTTP Public Key Pinning from docs (#5695),0,13,13,230,288,285,0.99
2ae36c8dd5c9d24578d9fca85f8c351290d0de04,s-hamann,2025-03-24 09:42:52+00:00,"Remove HTTP Public Key Pinning from docs

The header is considered obsolete and no longer supported by any major
browser. MDN link is dead.",0,13,13,1,1,1,1.0
5ea0ab8ea21b0c11ee6098e6b052463687af602a,davidism,2025-03-29 22:15:04+00:00,Handle help arg by itself the same as no args (#5674),5,1,6,230,288,285,0.99
da600394865c06a4772c433c1a560453dcf4f868,dunkmann00,2025-01-30 03:22:52+00:00,"Handle help arg by itself the same as no args

When the 'flask' command is used with only the '--help' parameter, this
change will make sure to try and load the app before the help callback
is run. This was previously only being done when the 'flask' command was
used by itself. This meant when passing in '--help', any custom commands
were not getting shown in the help message. With this change, custom
commands will be included in the help message when running 'flask' on
the command line by itself or with the '--help' parameter.",5,1,6,1,1,1,1.0
08c480b3b31e896698bb773069026a61eb53d158,davidism,2025-03-29 22:10:55+00:00,Update app factory docs (#5671),2,2,4,230,288,285,0.99
f51a23839aa55aee2f2a9196c344df6eecd854d7,kotvkvante,2025-01-25 22:12:11+00:00,fix bash cli syntax error and app name,2,2,4,1,1,1,1.0
04b070fa26b346b48bd66d317e72de75e001a2e7,davidism,2025-03-29 21:49:06+00:00,Fix typo in the docs (#5650),1,1,2,230,288,285,0.99
75a8327cfd6eb912e469a8a613151d7ee50a1c1c,zhuangzhuang,2024-11-27 10:14:18+00:00,Update mongoengine.rst,1,1,2,1,1,1,1.0
165af0a090e229e94ccd93896efc15b9fe0488da,davidism,2025-03-29 21:44:59+00:00,update dev dependencies,64,58,122,230,288,285,0.99
235c52fa10094135746d04a5b6a7bea8125357f0,davidism,2025-03-29 21:37:13+00:00,fix rtd build,1,0,1,230,288,285,0.99
f61172b8dd3f962d33f25c50b2f5405e90ceffa5,davidism,2025-01-05 17:10:00+00:00,Merge branch 'stable',0,0,0,230,288,285,0.99
959052fb8d49c4473f6d8a928d745ae7c38c7e95,davidism,2025-01-05 17:02:41+00:00,"use global contributing guide

Remove the per-project files so we don't have to
keep them in sync. GitHub's UI links to everything
except the contributing guide, so add a section
about that to the readme.

(cherry picked from commit 60a11a730e8aa2450115385798ab8710804c6409)",18,317,335,230,288,285,0.99
5b525e97970b1b9706b4415de79abfe33e5955fc,davidism,2025-01-05 17:01:49+00:00,"markdown formatting

(cherry picked from commit 6b361ce06b08454329286214072139228e8c2f33)",4,6,10,230,288,285,0.99
60a11a730e8aa2450115385798ab8710804c6409,davidism,2025-01-05 17:02:41+00:00,"use global contributing guide

Remove the per-project files so we don't have to
keep them in sync. GitHub's UI links to everything
except the contributing guide, so add a section
about that to the readme.",18,317,335,230,288,285,0.99
6b361ce06b08454329286214072139228e8c2f33,davidism,2025-01-05 17:01:49+00:00,markdown formatting,4,6,10,230,288,285,0.99
6b054f8f3876ff4c31580b014d344c4cf491059d,davidism,2024-11-24 01:54:29+00:00,Merge branch 'stable',13,1,14,230,288,285,0.99
f2674c5bb4f7a79f836069859a346b81771eeee5,davidism,2024-11-24 01:52:56+00:00,fix type hint for `cli_runner.invoke` (#5647),4,1,5,230,288,285,0.99
54c3f87af9f6c0d6622cec2c3d9695b0229fb8fa,kurtatter,2024-11-23 00:23:09+00:00,fix type hint for `cli_runner.invoke`,4,1,5,1,1,1,1.0
ea08f155d8d37d515559534bbe0f80ef5185466c,davidism,2024-11-24 00:06:37+00:00,update `__version__` deprecation (#5649),1,1,2,230,288,285,0.99
b394a994e6d632643d0061e0e67772f076925951,davidism,2024-11-24 00:03:47+00:00,update `__version__` deprecation,1,1,2,230,288,285,0.99
dcbe86bd1577bad9a1356acca5fced7d3fb3a0c3,davidism,2024-11-24 00:01:16+00:00,start version 3.1.1,7,1,8,230,288,285,0.99
d5b7a05ab2a053c617149cfd4f7e3379bfd279e5,davidism,2024-11-23 23:59:30+00:00,remove previously deprecated code (#5648),2,21,23,230,288,285,0.99
d22bfcd4cfe3b93daddfce8521f77447ca8d6b84,davidism,2024-11-23 23:41:36+00:00,remove previously deprecated code,2,21,23,230,288,285,0.99
4fec712f329ceecd38729af6404a2c32aed83648,davidism,2024-11-23 23:33:38+00:00,start version 3.2.0,7,1,8,230,288,285,0.99
18ffe1eaf6c2eeffc898f4e8a590c062c40b30dc,davidism,2024-11-21 03:37:06+00:00,add gettext config for docs,3,0,3,230,288,285,0.99
bc098406af9537aacc436cb2ea777fbc9ff4c5aa,davidism,2024-11-13 18:27:38+00:00,release version 3.1.0 (#5640),3,3,6,230,288,285,0.99
ab8149664182b662453a563161aa89013c806dc9,davidism,2024-11-13 16:43:28+00:00,release version 3.1.0,3,3,6,230,288,285,0.99
70602a196a6da90eb0d34cdfe5d4d16a99606279,davidism,2024-11-13 17:23:24+00:00,remove test pypi,0,4,4,230,288,285,0.99
6748a09341deeac16acb33996df95a31fae0c545,davidism,2024-11-13 16:48:10+00:00,update dev dependencies,11,11,22,230,288,285,0.99
22c48a738b5fb5b5cf09fb77270139f116069748,davidism,2024-11-13 16:43:48+00:00,Merge remote-tracking branch 'origin/stable',23,6,29,230,288,285,0.99
2eab96a32a92ceb4b6947102626f896816a0291d,davidism,2024-11-13 16:27:11+00:00,use generic bases for session (#5638),7,5,12,230,288,285,0.99
f49dbfd3e451006a485e81ebce030495131c4454,davidism,2024-11-13 16:22:57+00:00,use generic bases for session,7,5,12,230,288,285,0.99
7b21d43d4c763b874bc86d4c2d69a48ee492dc22,davidism,2024-11-13 05:03:23+00:00,configure and check `request.trusted_hosts` (#5637),40,0,40,230,288,285,0.99
4f7156f2c3271613b34d04040b502b9d7ae35eb9,davidism,2024-11-13 04:32:53+00:00,configure and check trusted_hosts,40,0,40,230,288,285,0.99
10bdf61a0f751f3cb000f8f8ac5ac5b4bb535677,davidism,2024-11-12 18:13:39+00:00,setting `SERVER_NAME` does not restrict routing for both `subdomain_matching` and `host_matching` (#5634),98,43,141,230,288,285,0.99
4995a775df21a206b529403bc30d71795a994fd4,davidism,2024-11-11 04:13:05+00:00,fix subdomain_matching=False behavior,98,43,141,230,288,285,0.99
07c7d5730a2685ef2281cc635e289685e5c3d478,davidism,2024-11-08 17:55:00+00:00,update min blinker version (#5633),4,4,8,230,288,285,0.99
470e2b8d17fd0032271b21f1d6775d48c3855a79,davidism,2024-11-08 17:48:59+00:00,update min blinker version,4,4,8,230,288,285,0.99
a20bcff8dc4e263312cfd74c11e432bfe8c194c1,davidism,2024-11-08 16:16:04+00:00,enable secret key rotation (#5632),55,7,62,230,288,285,0.99
e13373f838ab34027c5a80e16a6cb8262d41eab7,davidism,2024-11-08 16:09:01+00:00,enable secret key rotation,55,7,62,230,288,285,0.99
7522c4bcdb10449dc919e0ffbdebb92fe66822b5,davidism,2024-11-07 19:56:26+00:00,update env file precedence (#5630),90,47,137,230,288,285,0.99
2c3160304278d323da8485057770926d1b582579,davidism,2024-11-07 19:27:51+00:00,update env file precedence,90,47,137,230,288,285,0.99
6c44dd4bb8e4f2ca5f135f172de4725b2cada155,CheeseCake87,2024-11-06 17:47:57+00:00,"update helpers.send_from_directory docstring (#5599)

Update helpers.send_from_directory docstring to match werkzeug.utils.send_from_directory docstring on the :param directory: line.",2,1,3,1,1,1,1.0
98ae71897600a3162f529b1b30c70b8abdf0961b,davidism,2024-11-02 01:06:34+00:00,fix mypy finding,1,1,2,230,288,285,0.99
c62b03bcfd6e6440f8195e02f4678488e16121ac,davidism,2024-11-02 01:06:11+00:00,fix example and tutorial compatibility and update metadata (#5627),21,5,26,230,288,285,0.99
a9b99b3489cc24b5bed99fbadbd91f598a5a1420,davidism,2024-11-02 01:00:39+00:00,update example project metadata,6,4,10,230,288,285,0.99
8aa161a43731795841fa2678d3dff0559cee527e,davidism,2024-11-02 00:18:52+00:00,add sqlite datetime converter,14,0,14,230,288,285,0.99
df201ed152b61c439ea1ace179f35b424594ba6c,davidism,2024-11-01 23:44:17+00:00,fix js example test,1,1,2,230,288,285,0.99
ce08bc704e24c01582052f5c544fae181d08386f,davidism,2024-11-01 23:26:37+00:00,add SESSION_COOKIE_PARTITIONED config (#5499),34,0,34,230,288,285,0.99
9efc1ebeeb431769897798cdf8de2c67dcbbc9c0,davidism,2024-06-10 01:55:22+00:00,"add SESSION_COOKIE_PARTITIONED config

co-authored-by: Jose Cespedes <josecespedes@ibm.com>",34,0,34,230,288,285,0.99
6f2014d353d514e404c1f40e8f0a24e2bf62b941,davidism,2024-11-01 20:21:35+00:00,add config and docs for limits (#5626),231,33,264,230,288,285,0.99
c7a53888a1a514619b0611fd8b7928592f4ed612,davidism,2024-11-01 20:13:05+00:00,add config and docs for limits,231,33,264,230,288,285,0.99
62c56e08c43f5eb174d15dd050591cfba9aed548,davidism,2024-10-31 20:15:29+00:00,update minimum dependencies (#5624),76,74,150,230,288,285,0.99
8f37c82f6144fffc2ed30e49ee81a54702a0f317,davidism,2024-10-31 20:11:06+00:00,update min dependencies,13,11,24,230,288,285,0.99
39e7208366bcf549fd7a2678a6d815dfe39196c5,davidism,2024-10-31 20:04:44+00:00,update dev dependencies,57,56,113,230,288,285,0.99
227838c4727ba780e6fb4a7c372ae62357cac4c6,davidism,2024-10-31 19:59:47+00:00,no need for separate requirements-skip folder anymore,3,4,7,230,288,285,0.99
99ce7ed0e40686ec2583f90bd1cca37a207b4ea7,davidism,2024-10-31 19:32:10+00:00,drop support for Python 3.8 (#5623),25,42,67,230,288,285,0.99
1d610e44b396d11113bb6a5d168cc5e996a6dfb9,davidism,2024-10-31 19:28:46+00:00,drop support for Python 3.8,25,42,67,230,288,285,0.99
e8b91cd38aadafdf733558bbcea4810fa65bb849,davidism,2024-10-24 21:54:53+00:00,fix pyright type errors (#5620),22,19,41,230,288,285,0.99
9e831e915fa875423af0c0de8f53a3780055919e,brendon-codes,2024-08-06 22:46:15+00:00,fix pyright type errors,22,19,41,1,4,0,0.0
5e8cb740187c0561b36323dfc8510e58c3066838,davidism,2024-10-24 20:29:34+00:00,update test workflow trigger,1,1,2,230,288,285,0.99
2778b7c23f37d4f3cfed4cadac4bc9c90e098c50,davidism,2024-10-24 20:28:57+00:00,Merge branch 'stable',19,27,46,230,288,285,0.99
96800fb673cb7b2d75476096798e701e3e6d26bc,davidism,2024-10-24 20:28:46+00:00,update test workflow trigger,3,11,14,230,288,285,0.99
8f2bc008ad724a52f3669ecb2de59c98deb69ce1,davidism,2024-10-24 20:27:52+00:00,update dev dependencies,15,15,30,230,288,285,0.99
9b5549313e98044b89edb7078641d1d729b4a6c2,davidism,2024-10-23 20:45:17+00:00,Merge branch '3.0.x',3,3,6,230,288,285,0.99
68150d4cafc796dba2b595c320a09222394bfc1a,davidism,2024-10-22 21:16:56+00:00,Fix the issue link in the Flask 3.0.1 Changelog in the send_file argu… (#5618),1,1,2,230,288,285,0.99
d273f87a41e72db8ef1387f469ffa1c6eed39730,davidism,2024-10-18 20:22:45+00:00,use python 3.9 to test dev versions (#5615),2,2,4,230,288,285,0.99
52ccd66735ba1f6e67d06e747d6a641980b788a3,davidism,2024-10-18 20:19:51+00:00,use python 3.9 to test dev versions,2,2,4,230,288,285,0.99
dffe3034825edc4f84aded013fc9c6590e545ed5,davidism,2024-10-18 20:04:35+00:00,fix mypy findings,1,1,2,230,288,285,0.99
52c060f718e0f07e9d982d2d97973ead0f4d55ca,davidism,2024-10-18 19:59:21+00:00,Fix typo in the changelog (#5609),1,1,2,230,288,285,0.99
c5a5576522273ff028018c4e13d1fc4d0260495b,davidism,2024-10-18 17:03:49+00:00,update CHANGES.rst,3,0,3,230,288,285,0.99
bca18041b055102857a7e8a12f8694fddda9571b,davidism,2024-10-18 17:03:09+00:00,Merge branch '3.0.x',67,56,123,230,288,285,0.99
b337d210583a3f5f84d0f70b56ae9a82b029dab5,davidism,2024-10-18 17:02:35+00:00,update dev dependencies,67,56,123,230,288,285,0.99
e63ead4208c1e56723532878728ef9c2eb197b01,greyli,2024-09-22 13:42:35+00:00,Fix typo in the changelog,1,1,2,1,76,54,0.71
2fec0b206c6e83ea813ab26597e15c96fab08be7,davidism,2024-09-01 16:04:14+00:00,"set up pre-commit lite workflow

Committed via https://github.com/asottile/all-repos",1,0,1,230,288,285,0.99
111e5bd3129deee54ff62b0d13ed7e5739c27108,davidism,2024-09-01 15:48:02+00:00,"set up pre-commit lite workflow

Committed via https://github.com/asottile/all-repos",0,0,0,230,288,285,0.99
db49548d7168bba319fdba400bc201528cb1d3cd,davidism,2024-09-01 15:32:27+00:00,"set up pre-commit lite workflow

Committed via https://github.com/asottile/all-repos",15,0,15,230,288,285,0.99
f93dd6e826a9bf00bf9e08d9bb3a03abcb1e974c,davidism,2024-08-24 01:05:21+00:00,remove pre-commit.ci update,0,2,2,230,288,285,0.99
7e5307030743b1f198da38c36f83fd279bad4529,davidism,2024-08-24 00:20:31+00:00,Merge branch '3.0.x',23,81,104,230,288,285,0.99
c77b099cbb979269d45df06753cadd8abc662e23,davidism,2024-08-24 00:18:38+00:00,remove min python for pip-compile,23,81,104,230,288,285,0.99
eeb5f95a0f24abc5207159cc922cdda8d779f4f6,davidism,2024-08-23 23:41:53+00:00,Merge branch '3.0.x',81,24,105,230,288,285,0.99
40b78fa2ea9095197608287de9f0d902d2763b00,davidism,2024-08-23 23:41:39+00:00,fix min python for pip-compile,81,24,105,230,288,285,0.99
4e6384da325f5c328526b998d199c6f957f90ea8,davidism,2024-08-23 23:34:57+00:00,Merge branch '3.0.x',112,104,216,230,288,285,0.99
2c5d652493b79eecadd4407f24f2249948bd6ff2,davidism,2024-08-23 23:33:59+00:00,remove unused config,0,1,1,230,288,285,0.99
176fdfa0002360670f698d3828cfff11f97349f0,davidism,2024-08-23 23:33:52+00:00,fix mypy findings,14,2,16,230,288,285,0.99
2d31dce8262a68875c177645fa0c7585a45ac447,davidism,2024-08-23 23:33:40+00:00,remove dependabot,0,24,24,230,288,285,0.99
29a94bd102805eafcea94a185808cd878cd3f5ad,davidism,2024-08-23 23:33:27+00:00,update dev dependencies,79,85,164,230,288,285,0.99
0f2ae2b9330604247f553f41d310e7c0191275ef,davidism,2024-08-23 23:32:33+00:00,add gha-update,24,9,33,230,288,285,0.99
8a6cdf1e2a5efa81c30f6166602064ceefb0a35b,davidism,2024-08-06 15:31:00+00:00,[pre-commit.ci] pre-commit autoupdate (#5541),1,1,2,230,288,285,0.99
326ad3f43c63f84a69d6d08af276cbdf653efc51,pre-commit-ci[bot],2024-08-05 23:09:19+00:00,"[pre-commit.ci] pre-commit autoupdate

updates:
- [github.com/astral-sh/ruff-pre-commit: v0.5.0 → v0.5.6](https://github.com/astral-sh/ruff-pre-commit/compare/v0.5.0...v0.5.6)",1,1,2,8,40,36,0.9
a791997041b94b8a5effebc296cb427fde8e0ee5,davidism,2024-08-03 14:28:45+00:00,Bump the github-actions group with 3 updates (#5539),6,6,12,230,288,285,0.99
4fe0aebab79a092615f5f86a24b91bac07fb2ef2,dependabot[bot],2024-08-01 15:48:34+00:00,"Bump the github-actions group with 3 updates

Bumps the github-actions group with 3 updates: [actions/setup-python](https://github.com/actions/setup-python), [actions/upload-artifact](https://github.com/actions/upload-artifact) and [actions/download-artifact](https://github.com/actions/download-artifact).


Updates `actions/setup-python` from 5.1.0 to 5.1.1
- [Release notes](https://github.com/actions/setup-python/releases)
- [Commits](https://github.com/actions/setup-python/compare/82c7e631bb3cdc910f68e0081d67478d79c6982d...39cd14951b08e74b54015e9e001cdefcf80e669f)

Updates `actions/upload-artifact` from 4.3.3 to 4.3.4
- [Release notes](https://github.com/actions/upload-artifact/releases)
- [Commits](https://github.com/actions/upload-artifact/compare/65462800fd760344b1a7b4382951275a0abb4808...0b2256b8c012f0828dc542b3febcab082c67f72b)

Updates `actions/download-artifact` from 4.1.7 to 4.1.8
- [Release notes](https://github.com/actions/download-artifact/releases)
- [Commits](https://github.com/actions/download-artifact/compare/65a9edc5881444af0b9093a5e628f2fe47ea3b2e...fa0a91b85d4f404e444e00e005971372dc801d16)

---
updated-dependencies:
- dependency-name: actions/setup-python
  dependency-type: direct:production
  update-type: version-update:semver-patch
  dependency-group: github-actions
- dependency-name: actions/upload-artifact
  dependency-type: direct:production
  update-type: version-update:semver-patch
  dependency-group: github-actions
- dependency-name: actions/download-artifact
  dependency-type: direct:production
  update-type: version-update:semver-patch
  dependency-group: github-actions
...

Signed-off-by: dependabot[bot] <support@github.com>",6,6,12,19,107,60,0.56
a8956feba1e40105e7bc78fa62ce36c58d1c91e1,davidism,2024-07-11 02:16:46+00:00,Add encoding parameter to open resource (#5526),81,53,134,230,288,285,0.99
28d5a4d71824ff5823ae310e3fd014b48b33d583,davidism,2024-07-10 14:37:32+00:00,"add encoding parameter to open_resource

co-authored-by: mark <lopkophacked@protonmail.com>",81,53,134,230,288,285,0.99
5353f306fe0c64ffa9e73f256ba3cb200652354d,davidism,2024-07-11 01:08:49+00:00,Update waitress.rst (#5522),1,1,2,230,288,285,0.99
321bd74b954156553db3dca8f43b45cdd5a88f76,amrear,2024-07-09 10:20:44+00:00,"Update waitress.rst

fixed a small typo",1,1,2,1,1,1,1.0
66af0e55ef6631d05c691707da19d0f1c46921ea,davidism,2024-07-02 11:17:59+00:00,[pre-commit.ci] pre-commit autoupdate (#5517),1,1,2,230,288,285,0.99
3d357273b50ed9c8ca660f60fde255c26ff7a228,pre-commit-ci[bot],2024-07-02 00:15:33+00:00,"[pre-commit.ci] pre-commit autoupdate

updates:
- [github.com/astral-sh/ruff-pre-commit: v0.4.7 → v0.5.0](https://github.com/astral-sh/ruff-pre-commit/compare/v0.4.7...v0.5.0)",1,1,2,8,40,36,0.9
926ab92118006c74a0a33bcb8f770522d007349a,davidism,2024-07-01 23:14:08+00:00,Bump the python-requirements group in /requirements with 5 updates (#5514),10,10,20,230,288,285,0.99
088b58dbceb09b3234926af8488c016227bd7c0e,davidism,2024-07-01 19:47:02+00:00,Bump the github-actions group with 2 updates (#5516),5,5,10,230,288,285,0.99
7621b3d96ac2d53846c4df211bc05c5e13420028,dependabot[bot],2024-07-01 15:56:20+00:00,"Bump the github-actions group with 2 updates

Bumps the github-actions group with 2 updates: [actions/checkout](https://github.com/actions/checkout) and [pypa/gh-action-pypi-publish](https://github.com/pypa/gh-action-pypi-publish).


Updates `actions/checkout` from 4.1.6 to 4.1.7
- [Release notes](https://github.com/actions/checkout/releases)
- [Changelog](https://github.com/actions/checkout/blob/main/CHANGELOG.md)
- [Commits](https://github.com/actions/checkout/compare/a5ac7e51b41094c92402da3b24376905380afc29...692973e3d937129bcbf40652eb9f2f61becf3332)

Updates `pypa/gh-action-pypi-publish` from 1.8.14 to 1.9.0
- [Release notes](https://github.com/pypa/gh-action-pypi-publish/releases)
- [Commits](https://github.com/pypa/gh-action-pypi-publish/compare/81e9d935c883d0b210363ab89cf05f3894778450...ec4db0b4ddc65acdf4bff5fa45ac92d78b56bdf0)

---
updated-dependencies:
- dependency-name: actions/checkout
  dependency-type: direct:production
  update-type: version-update:semver-patch
  dependency-group: github-actions
- dependency-name: pypa/gh-action-pypi-publish
  dependency-type: direct:production
  update-type: version-update:semver-minor
  dependency-group: github-actions
...

Signed-off-by: dependabot[bot] <support@github.com>",5,5,10,19,107,60,0.56
